1524.5
1509.2
1495.34
1495.36
1485
1446.49
1457.37
1466.89
1406.25
1385.93
1364.67
1373.49
1429.68
1449
1361.46
1402.62
1477.39
1445
1451.3
1403.17
1409.18
1392.01
1368
1374.82
1338.09
