34.3
34.82
34.56
34.99
34.27
34.36
35.94
36.58
36.95
36.47
35.85
35.6
35.69
35.8
35.57
35.53
34.3
34.43
34.97
35
35.54
35.79
34.98
35.83
36.91
35.1
35.44
35.78
36.03
36.1
36.26
36.42
36.39
36
36.1
35.87
36.14
36.05
35.77
35.9
36.34
35.64
35.58
