65.51
64.56
64.51
65.21
65.48
64.91
67.24
68.1
70
68.39
67.39
67.25
67.66
67.64
67.9
68.39
65.72
65.85
65.94
63.76
65.53
65.15
62.48
66.63
67.22
67.67
