353.44,352.45,351.38,356.96,3636000
355.62,355.9,353,359.32,3503600
353.72,354.44,349.4,355.59,4170900
347.03,355.32,345.36,355.77,5609900
334.71,346.2,334.71,347,8300800
324.34,327.92,322.65,329.98,2665000
324.71,329.97,323.15,330.2,3166100
333.1,323.81,321.4,333.74,4271600
337.5,333.55,332.52,337.55,2128900
334.83,337.49,333.08,338.3,1944300
333.2,332.85,331.66,336.76,2681300
325.86,332.39,325.1,333.2,3173600
324.98,324.78,322.24,326.98,2671300
325.88,324.57,323.27,326.52,2416200
328.49,325.69,322.13,328.65,2699500
324.33,327.44,321.74,328.15,2327800
327.54,324.16,322.74,329.73,2626600
323.33,327.24,321.41,327.55,2604800
327.76,324.2,320.42,328.22,6054000
335.26,327,325.98,338.9,5320600
328,334.38,325,335.75,6401500
327.54,325.62,325.23,331.34,2924100
324.86,327.62,323.52,328.69,2449800
327.05,326.27,323.53,329.3,2764800
335.55,325.91,324.66,335.55,4276300
336,335.2,333.88,340.72,4436800
327.65,332.41,327.5,335.5,3663400
331.57,327.5,325.65,333,3212200
325,329.67,324.93,330.88,5244000
308.1,323.57,306.9,327.94,7796700
306.85,306.78,303.84,309.5,2107100
305.75,307.19,305.07,307.92,2379200
312.59,308.84,307,312.6,2203400
314.43,312.55,307.57,314.65,4260200
310.42,313.78,310.2,314.87,2365500
309.5,310.16,307.42,313.82,2726000
314.41,310.82,307.38,314.63,4862100
305.46,312.24,304.9,312.35,3052900
305.05,304.91,303.01,308.54,2576800
302.21,305.01,301.52,305.96,3408800
297.1,301.19,296.75,304.46,4095700
295.76,296.76,293.81,299,2284200
292.8,297.7,291.55,298.88,3636800
298.02,295.19,290.38,299.2,4295100
302.5,297.62,296.66,304.64,3323300
302.6,304.64,300.75,305.6,3509900
294.3,302.86,294.16,303.34,3729600
290.57,292.24,284.38,293.68,4063000
290.82,288.32,287.23,295.88,3848200
295.56,292.71,286.68,296.4,7015200
309.53,297.38,297.04,309.81,4682300
306.37,310.05,305,310.23,2519900
310.42,308.01,304.31,313.29,3995100
304.13,307.89,304,310.48,4328600
298.1,304.13,298.1,304.56,4088600
296.44,300.38,290.45,301.84,6509300
304,296.58,288,304.39,14479800
316.25,303.83,302.71,316.49,16180200
329.67,337.15,322.95,337.4,9293700
333.06,324.58,323.39,333.13,3604600
332,329.32,328.94,337.5,3711600
323.97,330.87,322.31,331.15,2999400
319.76,324.91,319.76,328.66,4299200
321.17,323.68,314.71,324,4284900
316.7,316.08,305.5,318.28,5398600
317.67,315.91,311.28,320.48,4293500
314,311.73,309.5,316.5,7287500
330.6,317.11,316.5,331,6126700
328.47,331.81,322.5,332.18,5056600
321.88,327.07,318.44,328,6577600
320.99,317.76,313.13,324.94,7077400
335.15,323,315.61,335.44,12534600
341.82,333.62,328.46,342.5,6399300
345.99,341.96,340.38,348.3,4475500
338.09,342.99,338,344.43,3600100
342.4,336.37,334.06,346.29,4297500
340.05,338.29,336.08,347,3986800
343.15,338.47,330.88,344,5766400
357.13,343.41,343.4,357.6,4120700
354.03,354.71,348.84,358.97,4445700
360.09,351.85,348.6,361.5,4873500
371,360.62,358.4,372.84,5414100
370.64,368.97,366.22,373,2558500
378.77,373.23,369.42,379,2646700
377.32,378.77,375,379,2483500
375.72,375.04,374.88,378.85,2303000
372.8,373.74,371.55,378.57,4402200
376.62,371.51,368.08,383.11,6829000
366.4,370.64,363.61,371.16,2216600
370.99,368.82,367.28,372.8,2246100
372.69,370.53,367,372.73,2105800
374.58,372.06,369.53,374.99,2279800
374.05,372.16,368.9,375.33,2926600
364.13,372.37,363.9,372.73,3848300
